T  104   4xfx-A  3.0  4.0   82   216   15 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
T  105   4u0d-F  3.0  3.9   83   211   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
T  106   2jpr-A  3.0  4.4   83   145   14 PDB  MOLECULE: GAG-POL POLYPROTEIN;                                       
T  107   4xfz-A  3.0  3.1   79   213   15 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
T  108   2l6e-A  3.0  3.9   62    94    8 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
T  109   4xfy-A  3.0  3.9   83   216   14 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
T  110   4u0d-G  3.0  3.9   82   212   15 PDB  MOLECULE: GAG POLYPROTEIN;                                           
T  111   4u0d-B  3.0  4.0   83   207   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
F  112   3axy-I  3.0 12.0   71   235    8 PDB  MOLECULE: PROTEIN HEADING DATE 3A;                                   
F  113   4j6s-C  3.0 11.7   69   236   12 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  114   2liw-A  3.0  3.3   58    99    9 PDB  MOLECULE: CURA;                                                      
F  115   4o46-A  3.0 12.2   72   235   10 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  116   3nkx-A  3.0 12.3   70   229    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  117   3e6y-A  3.0 12.1   69   234    9 PDB  MOLECULE: 14-3-3-LIKE PROTEIN C;                                     
F  118   3spr-A  3.0 12.1   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  119   4gnt-A  3.0 12.1   70   231    9 PDB  MOLECULE: 14-3-3 PROTEIN BETA/ALPHA;                                 
F  120   4zdr-B  3.0 12.4   71   241   10 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA,GGSGGS LINKER,SERINE/TH          
F  121   4dhq-A  3.0 12.3   69   231    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  122   4j6s-A  3.0 12.4   70   237   11 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  123   3iqu-A  3.0 12.3   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  124   4j6s-D  3.0 12.4   70   240   11 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  125   2wh0-A  3.0 11.9   69   221    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  126   3rmr-C  3.0  4.9   99   235   11 PDB  MOLECULE: AVIRULENCE PROTEIN;                                        
F  127   3rmr-B  3.0  4.9   99   231   11 PDB  MOLECULE: AVIRULENCE PROTEIN;                                        
F  128   2c63-B  3.0 12.0   69   233   10 PDB  MOLECULE: 14-3-3 PROTEIN ETA;                                        
F  129   4dhr-A  3.0 12.1   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  130   1vhn-A  2.9  3.3   70   305    7 PDB  MOLECULE: PUTATIVE FLAVIN OXIDOREDUCATASE;                           
F  131   5buz-B  2.9  5.0   57   324    9 PDB  MOLECULE: SM (SEC1/MUNC18-LIKE) PROTEIN;                             
F  132   1hy8-A  2.9  3.0   54    76   11 PDB  MOLECULE: ACYL CARRIER PROTEIN;                                      
F  133   3a9c-B  2.9  3.7   70   325   10 PDB  MOLECULE: TRANSLATION INITIATION FACTOR EIF-2B, DELTA SUBUN          
F  134   2mf4-A  2.9  2.3   52    85    6 PDB  MOLECULE: HYBRID POLYKETIDE SYNTHASE-NON RIBOSOMAL PEPTIDE           
F  135   1dv5-A  2.9  3.1   55    80    9 PDB  MOLECULE: APO-D-ALANYL CARRIER PROTEIN;                              
F  136   3iqj-A  2.9  2.8   42   236   12 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  137   2lr8-A  2.9  2.9   42    70   14 PDB  MOLECULE: CASP8-ASSOCIATED PROTEIN 2;                                
F  138   2uyo-A  2.9  2.6   35   274    6 PDB  MOLECULE: HYPOTHETICAL PROTEIN ML2640;                               
F  139   3w9j-C  2.9  4.2   68  1030    7 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
F  140   4u96-B  2.9  6.4   71  1033    4 PDB  MOLECULE: MULTIDRUG EFFLUX PUMP SUBUNIT ACRB;                        
T  141   4cop-A  2.9  2.9   64    83    8 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
T  142   2xv6-C  2.9  2.8   55    68    5 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
T  143   4u0c-A  2.9  4.0   83   210   14 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
T  144   4u0d-H  2.9  4.2   83   204   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
T  145   2pwo-B  2.9  5.4   83   143   14 PDB  MOLECULE: GAG-POL POLYPROTEIN (PR160GAG-POL);                        
T  146   2pwm-E  2.9  5.7   83   145   14 PDB  MOLECULE: GAG-POL POLYPROTEIN;                                       
F  147   3upv-A  2.9  7.1   59   125    7 PDB  MOLECULE: HEAT SHOCK PROTEIN STI1;                                   
T  148   4u0d-I  2.9  3.9   83   196   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
T  149   4u0d-A  2.9  4.2   83   216   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
F  150   3p05-E  2.9  3.2   78   199   14 PDB  MOLECULE: HIV-1 CA;                                                  
F  151   3m50-A  2.9 12.4   72   219    8 PDB  MOLECULE: 14-3-3-LIKE PROTEIN C;                                     
F  152   3t0l-A  2.9 12.2   71   229   10 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  153   3t0m-A  2.9 12.3   69   229    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  154   2c63-A  2.9 12.2   70   233   10 PDB  MOLECULE: 14-3-3 PROTEIN ETA;                                        
F  155   3cu8-B  2.9 12.3   70   228    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  156   3nkx-B  2.9 12.3   70   228    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  157   4dhp-A  2.9 12.2   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  158   4qli-A  2.9 12.2   69   236    7 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  159   4dhn-A  2.9 12.3   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  160   4n7y-B  2.9 12.2   69   223    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  161   3smo-A  2.9 12.2   69   234    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  162   3mhr-A  2.9 12.3   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  163   3smm-A  2.9 12.2   69   236    7 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  164   4jc3-A  2.9 12.2   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
T  165   3ds4-B  2.9  3.0   63    75   10 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
T  166   3ds4-A  2.9  2.8   59    77   10 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
F  167   4x3h-A  2.9  2.7   57    79    5 PDB  MOLECULE: ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEI          
F  168   3u9x-A  2.9 12.2   70   228   10 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  169   4dhu-A  2.9 12.2   71   228   10 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  170   1qjb-A  2.9 12.1   72   228    8 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  171   4dhm-A  2.9 12.2   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  172   4fl5-A  2.9 12.2   69   230    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  173   4dat-A  2.9 12.2   69   221    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  174   4dht-A  2.9 12.3   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  175   3rdh-D  2.9 11.4   68   233    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  176   4dhs-A  2.9 12.2   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  177   4iea-A  2.9 12.2   69   230    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  178   3smn-A  2.9 12.3   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
T  179   3ds2-A  2.9  3.4   68    84   12 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
F  180   4fr3-A  2.9 12.3   69   227    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  181   4dho-A  2.9 12.1   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  182   3ux0-A  2.9 12.3   69   228    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
T  183   3ds3-A  2.9  2.7   58    73   10 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
F  184   2vq2-A  2.8  5.7   53   220    6 PDB  MOLECULE: PUTATIVE FIMBRIAL BIOGENESIS AND TWITCHING                 
F  185   1r6e-A  2.8  4.6   54   168    2 PDB  MOLECULE: TYPEIII-SECRETED PROTEIN EFFECTOR: INVASION-ASSOC          
T  186   2x82-A  2.8  3.3   67   145    9 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
F  187   3otv-C  2.8  3.6   63   257   16 PDB  MOLECULE: PROBABLE CONSERVED TRANSMEMBRANE PROTEIN;                  
F  188   3hzt-A  2.8  3.4   56   421    9 PDB  MOLECULE: CALCIUM-DEPENDENT PROTEIN KINASE 3;                        
F  189   2kck-A  2.8  2.7   41   112   10 PDB  MOLECULE: TPR REPEAT;                                                
F  190   1e6v-A  2.8  2.4   41   546    5 PDB  MOLECULE: METHYL-COENZYME M REDUCTASE I ALPHA SUBUNIT;               
F  191   2mp8-A  2.8  2.5   38    64   21 PDB  MOLECULE: NKR-5-3B;                                                  
F  192   2x48-A  2.8  2.4   39    54   10 PDB  MOLECULE: CAG38821;                                                  
F  193   3net-A  2.8  2.5   42   431   17 PDB  MOLECULE: HISTIDYL-TRNA SYNTHETASE;                                  
F  194   2r17-D  2.8  3.4   40   276    5 PDB  MOLECULE: VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 29;            
F  195   1i1g-A  2.8  2.5   40   140   15 PDB  MOLECULE: TRANSCRIPTIONAL REGULATOR LRPA;                            
F  196   3hi0-A  2.8  2.2   38   501    8 PDB  MOLECULE: PUTATIVE EXOPOLYPHOSPHATASE;                               
F  197   1wu7-A  2.8  2.6   42   424   12 PDB  MOLECULE: HISTIDYL-TRNA SYNTHETASE;                                  
F  198   3w9j-E  2.8  4.4   64  1030    6 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
F  199   3w9j-D  2.8  5.4   68  1019    6 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
T  200   3ds0-A  2.8  3.5   63    82   10 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
T  201   2xv6-A  2.8  2.9   60    75   10 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
F  202   3hpg-D  2.8  2.8   44   196    5 PDB  MOLECULE: INTEGRASE;                                                 
F  203   3hpg-E  2.8  5.0   48   193    4 PDB  MOLECULE: INTEGRASE;                                                 
T  204   3mge-A  2.8  4.0   81   204   15 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
F  205   1ak4-C  2.8  4.7   82   145   15 PDB  MOLECULE: CYCLOPHILIN A;                                             
T  206   2pwm-H  2.8  5.4   81   145   15 PDB  MOLECULE: GAG-POL POLYPROTEIN;                                       
T  207   4u0d-J  2.8  4.2   83   204   14 PDB  MOLECULE: GAG POLYPROTEIN;                                           
F  208   1m9x-G  2.8  4.7   83   146   14 PDB  MOLECULE: CYCLOPHILIN A;                                             
F  209   1e6j-P  2.8  3.1   78   209   15 PDB  MOLECULE: IMMUNOGLOBULIN;                                            
T  210   4ph0-E  2.8  4.3   98   193    8 PDB  MOLECULE: BLV CAPSID;                                                
F  211   4hkc-A  2.8 12.1   69   229    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  212   3axy-J  2.8 12.1   71   234    8 PDB  MOLECULE: PROTEIN HEADING DATE 3A;                                   
F  213   2c74-B  2.8 12.3   70   234   10 PDB  MOLECULE: 14-3-3 PROTEIN ETA;                                        
F  214   4o46-C  2.8 12.2   69   235   12 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  215   3axy-D  2.8 12.1   71   235    8 PDB  MOLECULE: PROTEIN HEADING DATE 3A;                                   
T  216   3ds1-A  2.8  2.7   57    81    5 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
F  217   4n7y-A  2.8 12.2   69   230    9 PDB  MOLECULE: 14-3-3 PROTEIN ZETA/DELTA;                                 
F  218   4o46-B  2.8 12.1   69   234   12 PDB  MOLECULE: 14-3-3 PROTEIN GAMMA;                                      
F  219   4jdd-A  2.8 12.3   69   236    9 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F  220   1m9c-C  2.8  4.6   83   146   14 PDB  MOLECULE: CYCLOPHILIN A;                                             
F  221   1jr5-A  2.7  3.6   70    90    9 PDB  MOLECULE: 10 KDA ANTI-SIGMA FACTOR;                                  
F  222   4bf9-A  2.7  3.4   66   318    9 PDB  MOLECULE: TRNA-DIHYDROURIDINE SYNTHASE C;                            
F  223   2lxl-A  2.7  3.9   58   163    5 PDB  MOLECULE: VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN VTA1           
F  224   1sxj-E  2.7  3.6   66   317    8 PDB  MOLECULE: ACTIVATOR 1 95 KDA SUBUNIT;                                
F  225   3lpz-A  2.7  1.8   40   314    3 PDB  MOLECULE: GET4 (YOR164C HOMOLOG);                                    
F  226   2jan-A  2.7  1.9   41   419    7 PDB  MOLECULE: TYROSYL-TRNA SYNTHETASE;                                   
F  227   3k9i-A  2.7  3.1   41   110    2 PDB  MOLECULE: BH0479 PROTEIN;                                            
F  228   2ff4-A  2.7  2.8   41   379    5 PDB  MOLECULE: PROBABLE REGULATORY PROTEIN EMBR;                          
F  229   3o59-X  2.7  1.8   40   244   13 PDB  MOLECULE: DNA POLYMERASE II LARGE SUBUNIT;                           
F  230   2c2l-A  2.7  3.1   41   281    5 PDB  MOLECULE: CARBOXY TERMINUS OF HSP70-INTERACTING PROTEIN;             
F  231   2pfd-A  2.7  2.7   40   540   13 PDB  MOLECULE: FORMIMIDOYLTRANSFERASE-CYCLODEAMINASE;                     
F  232   4dx5-A  2.7  5.2   75  1044    4 PDB  MOLECULE: ACRIFLAVINE RESISTANCE PROTEIN B;                          
F  233   3w9j-A  2.7  6.5   70  1018    9 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
F  234   2chv-C  2.7  4.1   71   313   10 PDB  MOLECULE: REPLICATION FACTOR C SMALL SUBUNIT;                        
F  235   4axh-B  2.7  6.5   71   630    8 PDB  MOLECULE: SEC-ALKYLSULFATASE;                                        
T  236   2buo-A  2.7  5.1   67    84   10 PDB  MOLECULE: HIV-1 CAPSID PROTEIN;                                      
F  237   3vrl-D  2.7  2.8   59    73   10 PDB  MOLECULE: A10F9 FAB HEAVY CHAIN;                                     
F  238   1m9y-G  2.7  4.7   83   146   14 PDB  MOLECULE: CYCLOPHILIN A;                                             
F  239   4lqw-D  2.7  4.3   79   141   15 PDB  MOLECULE: E3 SUMO-PROTEIN LIGASE RANBP2;                             
F  240   3p05-A  2.7  3.3   78   210   14 PDB  MOLECULE: HIV-1 CA;                                                  
T  241   2pwm-D  2.7  5.4   82   145   13 PDB  MOLECULE: GAG-POL POLYPROTEIN;                                       
