 i = 38 plot[i] = 5 sum = 153.000000 cdf = 147.706039
 i = 39 plot[i] = 4 sum = 157.000000 cdf = 150.945969
 i = 40 plot[i] = 0 sum = 157.000000 cdf = 153.235611
 i = 41 plot[i] = 0 sum = 157.000000 cdf = 154.790756
 i = 42 plot[i] = 0 sum = 157.000000 cdf = 155.805939
 i = 43 plot[i] = 0 sum = 157.000000 cdf = 156.442856
 i = 44 plot[i] = 0 sum = 157.000000 cdf = 156.826920
 i = 45 plot[i] = 0 sum = 157.000000 cdf = 157.049500
 i = 46 plot[i] = 0 sum = 157.000000 cdf = 157.173477
 i = 47 plot[i] = 0 sum = 157.000000 cdf = 157.239838
 i = 48 plot[i] = 0 sum = 157.000000 cdf = 157.273987
 i = 49 plot[i] = 0 sum = 157.000000 cdf = 157.290878
 i = 50 plot[i] = 0 sum = 157.000000 cdf = 157.298904
 i = 51 plot[i] = 0 sum = 157.000000 cdf = 157.302567
 i = 52 plot[i] = 0 sum = 157.000000 cdf = 157.304169
 i = 53 plot[i] = 0 sum = 157.000000 cdf = 157.304840
 i = 54 plot[i] = 0 sum = 157.000000 cdf = 157.305115
 i = 55 plot[i] = 0 sum = 157.000000 cdf = 157.305222
 i = 56 plot[i] = 0 sum = 157.000000 cdf = 157.305267
 i = 57 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 58 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 59 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 60 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 61 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 62 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 63 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 64 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 65 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 66 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 67 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 68 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 69 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 70 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 71 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 72 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 73 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 74 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 75 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 76 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 77 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 78 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 79 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 80 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 81 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 82 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 83 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 84 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 85 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 86 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 87 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 88 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 89 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 90 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 91 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 92 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 93 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 94 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 95 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 96 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 97 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 98 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 99 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 100 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 101 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 102 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 103 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 104 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 105 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 106 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 107 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 108 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 109 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 110 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 111 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 112 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 113 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 114 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 115 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 116 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 117 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 118 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 119 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 120 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 121 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 122 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 123 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 124 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 125 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 126 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 127 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 128 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 129 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 130 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 131 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 132 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 133 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 134 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 135 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 136 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 137 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 138 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 139 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 140 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 141 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 142 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 143 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 144 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 145 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 146 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 147 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 148 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 149 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 150 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 151 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 152 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 153 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 154 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 155 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 156 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 157 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 158 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 159 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 160 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 161 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 162 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 163 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 164 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 165 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 166 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 167 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 168 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 169 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 170 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 171 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 172 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 173 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 174 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 175 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 176 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 177 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 178 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 179 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 180 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 181 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 182 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 183 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 184 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 185 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 186 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 187 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 188 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 189 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 190 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 191 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 192 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 193 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 194 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 195 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 196 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 197 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 198 plot[i] = 0 sum = 157.000000 cdf = 157.305283
 i = 199 plot[i] = 0 sum = 157.000000 cdf = 157.305283
